school,school_short,name,position,weight,height,year,hometown,state,conference,county_code,state_code
Norfolk State Spartans,Norfolk State,Kievyn Lila-St. Rose,G-F,78,185,JR,"Corona, NY",NY,MEAC,36081,36
North Carolina Central Eagles,N Carolina Cent,Jordan Parks,G,79,200,JR,"Queens, NY",NY,MEAC,36081,36
St. Francis U Red Flash,St Francis (PA),Malik Harmon,G,71,194,FR,"Queens, NY",NY,Northeast,36081,36
Alcorn State Braves,Alcorn State,Tyrel Hunt,G,77,205,SO,"Queens, NY",NY,SWAC,36081,36
Siena Saints,Siena,Javion Ogunyemi,F,80,230,FR,"Troy, NY",NY,MAAC,36083,36
Rhode Island Rams,Rhode Island,Hassan Martin,F,79,210,FR,"Staten Island, NY",NY,Atlantic 10,36085,36
Saint Joseph's Hawks,Saint Joseph's,Halil Kanacevic,F,80,255,SR,"Staten Island, NY",NY,Atlantic 10,36085,36
Long Beach State 49ers,Long Beach St,Dan Jennings,F,81,245,SR,"Staten Island, NY",NY,Big West,36085,36
Southern Illinois Salukis,S Illinois,Mike Balogun,G,74,175,JR,"Staten Island, NY",NY,Missouri Valley,36085,36
St. Francis (NY) Terriers,St Francis (NY),Lowell Ulmer,F,77,210,JR,"Staten Island, NY",NY,Northeast,36085,36
Iona Gaels,Iona,Tavon Sledge,G,69,175,JR,"Spring Valley, NY",NY,MAAC,36087,36
Ole Miss Rebels,Ole Miss,Terry Brutus,F,78,237,SO,"Spring Valley, NY",NY,SEC,36087,36
Monmouth Hawks,Monmouth,Collin Stewart,G,79,200,FR,"Glenville, NY",NY,MAAC,36093,36
Ole Miss Rebels,Ole Miss,Derrick Millinghaus,G,70,172,SO,"Schenectady, NY",NY,SEC,36093,36
Stony Brook Seawolves,Stony Brook,Ben Resner,G,74,185,SR,"Centerport, NY",NY,America East,36103,36
Vermont Catamounts,Vermont,Josh Elbaum,G,75,195,SR,"Melville, NY",NY,America East,36103,36
Rutgers Scarlet Knights,Rutgers,J.J. Moore,F,78,215,SR,"Brentwood, NY",NY,American,36103,36
Kansas Jayhawks,Kansas,Niko Roberts,G,71,175,SR,"Huntington, NY",NY,Big 12,36103,36
Providence Friars,Providence,Tyler Harris,F,81,215,SO,"Dix Hills, NY",NY,Big East,36103,36
St. John's Red Storm,St. John's,Sam Sealy,F,80,187,SO,"Medford, NY",NY,Big East,36103,36
Longwood Lancers,Longwood,Lucas Woodhouse,G,73,165,SO,"Greenlawn, NY",NY,Big South,36103,36
Hofstra Pride,Hofstra,Jordan Allen,F,78,200,SO,"Bay Shore, NY",NY,Colonial,36103,36
Towson Tigers,Towson,Marcus Damas,F,79,210,SR,"Bay Shore, NY",NY,Colonial,36103,36
Columbia Lions,Columbia,Luke Petrasek,F,82,205,FR,"East Northport, NY",NY,Ivy,36103,36
Monmouth Hawks,Monmouth,Chris Brady,C,82,250,FR,"Greenlawn, NY",NY,MAAC,36103,36
Bethune-Cookman Wildcats,Bethune-Cookman,Malik Jackson,G,78,188,SR,"Central Islip, NY",NY,MEAC,36103,36
St. Francis (NY) Terriers,St Francis (NY),Anthony White,G,74,190,SO,"Mastic, NY",NY,Northeast,36103,36
Vanderbilt Commodores,Vanderbilt,Rod Odom,F,81,212,SR,"Central Islip, NY",NY,SEC,36103,36
Lafayette Leopards,Lafayette,Zach Rufer,G,74,185,SO,"Bloomingburg, NY",NY,Patriot League,36105,36
Towson Tigers,Towson,Ben Mesuda,G,72,165,FR,"Hurley, NY",NY,Colonial,36111,36
Monmouth Hawks,Monmouth,Justin Robinson,G,68,160,FR,"Lake Katrine, NY",NY,MAAC,36111,36
Buffalo Bulls,Buffalo,Javon McCrea,F,79,250,SR,"Newark, NY",NY,Mid-American,36117,36
Albany Great Danes,Albany,Reece Williams,G,73,200,SO,"White Plains, NY",NY,America East,36119,36
New Hampshire Wildcats,New Hampshire,Jordon Bronner,G,72,185,SR,"Sleepy Hollow, NY",NY,America East,36119,36
Vermont Catamounts,Vermont,Brian Voelkel,F,78,210,SR,"Pleasantville, NY",NY,America East,36119,36
Vermont Catamounts,Vermont,Sandro Carissimo,G,74,170,SR,"Sleepy Hollow, NY",NY,America East,36119,36
Cincinnati Bearcats,Cincinnati,Sean Kilpatrick,G,76,210,SR,"Yonkers, NY",NY,American,36119,36
Fordham Rams,Fordham,Nihad Musovic,G,72,185,SO,"Yonkers, NY",NY,Atlantic 10,36119,36
George Mason Patriots,George Mason,Sherrod Wright,G,76,202,SR,"Mount Vernon, NY",NY,Atlantic 10,36119,36
George Mason Patriots,George Mason,Jalen Jenkins,F,79,238,FR,"Yonkers, NY",NY,Atlantic 10,36119,36
Iowa State Cyclones,Iowa State,Dustin Hogue,F,78,215,JR,"Yonkers, NY",NY,Big 12,36119,36
Oklahoma Sooners,Oklahoma,Isaiah Cousins,G,76,186,SO,"Mount Vernon, NY",NY,Big 12,36119,36
Dartmouth Big Green,Dartmouth,Malik Gill,G,69,185,SO,"New Rochelle, NY",NY,Ivy,36119,36
Yale Bulldogs,Yale,Matt Townsend,F,79,240,JR,"Chappaqua, NY",NY,Ivy,36119,36
Monmouth Hawks,Monmouth,Josh James,G,74,190,FR,"White Plains, NY",NY,MAAC,36119,36
Niagara Purple Eagles,Niagara,David Varoli,G,72,175,FR,"Katonah, NY",NY,MAAC,36119,36
Niagara Purple Eagles,Niagara,Thomas Fleming,G,76,195,SO,"Dobbs Ferry, NY",NY,MAAC,36119,36
Niagara Purple Eagles,Niagara,Thomas Fleming,G,76,195,FR,"Dobbs Ferry, NY",NY,MAAC,36119,36
Quinnipiac Bobcats,Quinnipiac,Samir Kalil,G,72,180,SO,"Mount Vernon, NY",NY,MAAC,36119,36
Coppin State Eagles,Coppin State,Daquan Brickhouse,G,68,150,JR,"Peekskill, NY",NY,MEAC,36119,36
Lafayette Leopards,Lafayette,Jack Detmer,G,74,194,SR,"Scarsdale, NY",NY,Patriot League,36119,36
New Mexico Lobos,New Mexico,Cullen Neal,G,76,180,FR,"Albuquerque, NM",NM,Mountain West,35001,35
Utah State Aggies,Utah State,James Croasdell,F,79,210,FR,"Albuquerque, NM",NM,Mountain West,35001,35
Colorado Buffaloes,Colorado,Kevin Nelson,G,74,185,SR,"Albuquerque, NM",NM,Pac-12,35001,35
UCLA Bruins,UCLA,Kory Alford,G,76,190,SO,"Albuquerque, NM",NM,Pac-12,35001,35
UCLA Bruins,UCLA,Bryce Alford,G,75,180,FR,"Albuquerque, NM",NM,Pac-12,35001,35
Navy Midshipmen,Navy,Kyle Quintana,G,71,187,FR,"Albuquerque, NM",NM,Patriot League,35001,35
Sam Houston State Bearkats,Sam Houston,Michael Holyfield,C,83,270,JR,"Albuquerque, NM",NM,Southland,35001,35
New Mexico State Aggies,New Mexico St,Aaron Kubinski,F,77,195,SO,"Albuquerque, NM",NM,WAC,35001,35
Air Force Falcons,Air Force,Marek Olesinski,F,81,220,JR,"Roswell, NM",NM,Mountain West,35005,35
Texas Tech Red Raiders,Texas Tech,Jaye Crockett,F,79,210,SR,"Clovis, NM",NM,Big 12,35009,35
Marquette Golden Eagles,Marquette,John Dawson,G,74,195,FR,"Clovis, NM",NM,Big East,35009,35
Air Force Falcons,Air Force,Scott Adler,G,76,185,JR,"Las Cruces, NM",NM,Mountain West,35013,35
New Mexico Lobos,New Mexico,Alex Kirk,C,84,250,JR,"Los Alamos, NM",NM,Mountain West,35028,35
Citadel Bulldogs,The Citadel,P.J. Horgan,F,80,220,JR,"Rio Rancho, NM",NM,Southern,35043,35
Quinnipiac Bobcats,Quinnipiac,Umar Shannon,G,71,176,SR,"Atlantic City, NJ",NJ,MAAC,34001,34
Ohio Bobcats,Ohio,Khari Harley,G-F,80,170,FR,"Egg Harbor Township, NJ",NJ,Mid-American,34001,34
Mount St. Mary's Mountaineers,Mount St Mary's,Liam McManimon,G,70,160,SO,"Galloway, NJ",NJ,Northeast,34001,34
Eastern Illinois Panthers,E Illinois,Luke Piotrowski,F,83,240,SO,"Atlantic City, NJ",NJ,Ohio Valley,34001,34
Eastern Illinois Panthers,E Illinois,Mat Piotrowski,C,86,265,JR,"Port Republic, NJ",NJ,Ohio Valley,34001,34
Rutgers Scarlet Knights,Rutgers,Stephen Zurich,F,77,205,SO,"Montvale, NJ",NJ,American,34003,34
Fordham Rams,Fordham,Manny Suarez,F,82,225,FR,"Cliffside Park, NJ",NJ,Atlantic 10,34003,34
George Mason Patriots,George Mason,Vaughn Gray,F,77,195,JR,"Elmwood Park, NJ",NJ,Atlantic 10,34003,34
Pittsburgh Panthers,Pittsburgh,Chris Jones,G-F,78,213,FR,"Teaneck, NJ",NJ,ACC,34003,34
Georgetown Hoyas,Georgetown,Reggie Cameron,F,79,225,FR,"Hackensack, NJ",NJ,Big East,34003,34
Seton Hall Pirates,Seton Hall,Hakeem Harris,G,73,190,JR,"Bergenfield, NJ",NJ,Big East,34003,34
Hofstra Pride,Hofstra,Adam Savion,G,74,185,SO,"Hackensack, NJ",NJ,Colonial,34003,34
Southern Miss Golden Eagles,Southern Miss,Aaron Brown,F,77,210,JR,"Hackensack, NJ",NJ,Conference USA,34003,34
Columbia Lions,Columbia,Paddy Quinn,G,73,175,SO,"Ramsey, NJ",NJ,Ivy,34003,34
Dartmouth Big Green,Dartmouth,Wesley Dickinson,F,79,220,FR,"Bergenfield, NJ",NJ,Ivy,34003,34
Morgan State Bears,Morgan State,Ian Chiles,C,86,260,SR,"Cliffside Park, NJ",NJ,MEAC,34003,34
Bryant University Bulldogs,Bryant,Shane McLaughlin,G,73,185,SO,"Old Tappan, NJ",NJ,Northeast,34003,34
LIU Brooklyn Blackbirds,LIU Brooklyn,Joel Hernandez,G,75,180,FR,"Teaneck, NJ",NJ,Northeast,34003,34
UCLA Bruins,UCLA,Kyle Anderson,G-F,81,230,SO,"Fairview, NJ",NJ,Pac-12,34003,34
Massachusetts Lowell River Hawks,UMass Lowell,Kennedy Chukwuocha,F,78,210,SO,"Willingboro, NJ",NJ,America East,34005,34
Rutgers Scarlet Knights,Rutgers,Khalil Batie,G,70,165,FR,"Willingboro, NJ",NJ,American,34005,34
Notre Dame Fighting Irish,Notre Dame,Steve Vasturia,G,78,207,FR,"Medford, NJ",NJ,ACC,34005,34
Penn State Nittany Lions,Penn State,Brandon Taylor,F,79,235,SO,"Tabernacle, NJ",NJ,Big Ten,34005,34
Iona Gaels,Iona,Kelvin Amayo,G,76,215,SO,"Riverside, NJ",NJ,MAAC,34005,34
Monmouth Hawks,Monmouth,Max DiLeo,G,73,185,JR,"Cinnaminson, NJ",NJ,MAAC,34005,34
Rider Broncs,Rider,Davis Graham,G,73,170,FR,"Cinnaminson, NJ",NJ,MAAC,34005,34
St. Peter's Peacocks,St. Peter's,Chazz Patterson,G,75,170,SO,"Browns Mills, NJ",NJ,MAAC,34005,34
St. Peter's Peacocks,St. Peter's,Chris Burke,G,76,185,SR,"Willingboro, NJ",NJ,MAAC,34005,34
Delaware State Hornets,Delaware State,Chris Lewis,G,71,165,SO,"Willingboro, NJ",NJ,MEAC,34005,34
Navy Midshipmen,Navy,Will Kelly,F-C,81,226,SO,"Mount Laurel, NJ",NJ,Patriot League,34005,34
Binghamton Bearcats,Binghamton,Chris Rice,G,75,195,JR,"Sicklerville, NJ",NJ,America East,34007,34
Binghamton Bearcats,Binghamton,Karon Waller,NA,76,200,SO,"Camden, NJ",NJ,America East,34007,34
La Salle Explorers,La Salle,Hank Davis,G,70,155,FR,"Cherry Hill, NJ",NJ,Atlantic 10,34007,34
James Madison Dukes,James Madison,Ron Curry,G,76,190,SO,"Pennsauken, NJ",NJ,Colonial,34007,34
Cornell Big Red,Cornell,Montez Blair,G,75,175,SR,"Erial, NJ",NJ,Ivy,34007,34
Niagara Purple Eagles,Niagara,Dominique Reid,F,80,200,FR,"Erial, NJ",NJ,MAAC,34007,34
Rider Broncs,Rider,Shawn Valentine,F,79,190,SO,"Sicklerville, NJ",NJ,MAAC,34007,34
Rider Broncs,Rider,Matt Lopez,C,84,245,JR,"Erial, NJ",NJ,MAAC,34007,34
Siena Saints,Siena,Mike Wilson,G,72,146,FR,"Voorhees, NJ",NJ,MAAC,34007,34
Siena Saints,Siena,Rob Poole,G,77,191,JR,"Haddonfield, NJ",NJ,MAAC,34007,34
Maryland-Eastern Shore Hawks,MD-E Shore,Mike Myers,F,80,235,JR,"Camden, NJ",NJ,MEAC,34007,34
Bradley Braves,Bradley,Omari Grier,G,76,180,SO,"Erial, NJ",NJ,Missouri Valley,34007,34
Lehigh Mountain Hawks,Lehigh,Anthony D'Orazio,G,74,175,SR,"Camden, NJ",NJ,Patriot League,34007,34
Seton Hall Pirates,Seton Hall,Gene Teague,C,81,270,SR,"Vineland, NJ",NJ,Big East,34011,34
Marist Red Foxes,Marist,Isaiah Morton,G,68,170,JR,"Vineland, NJ",NJ,MAAC,34011,34
Niagara Purple Eagles,Niagara,Marcus Ware,F,80,215,SR,"Vineland, NJ",NJ,MAAC,34011,34
Temple Owls,Temple,Josh Brown,G,75,185,FR,"Irvington, NJ",NJ,American,34013,34
St. Bonaventure Bonnies,St. Bonaventure,Andell Cumberbatch,G,76,195,JR,"East Orange, NJ",NJ,Atlantic 10,34013,34
Maryland Terrapins,Maryland,Jacob Susskind,G,77,190,JR,"West Orange, NJ",NJ,ACC,34013,34
Georgetown Hoyas,Georgetown,John Caprio,G,77,220,SR,"North Caldwell, NJ",NJ,Big East,34013,34
Southern Miss Golden Eagles,Southern Miss,Daveon Boardingham,F,79,235,SR,"Newark, NJ",NJ,Conference USA,34013,34
Columbia Lions,Columbia,Alex Rosenberg,F,79,215,JR,"Short Hills, NJ",NJ,Ivy,34013,34
Iona Gaels,Iona,Isaiah Williams,G,79,200,SO,"Newark, NJ",NJ,MAAC,34013,34
Iona Gaels,Iona,Grant Ellis,G-F,77,210,FR,"Newark, NJ",NJ,MAAC,34013,34
Iona Gaels,Iona,David Laury,F,81,255,JR,"West Orange, NJ",NJ,MAAC,34013,34
Monmouth Hawks,Monmouth,Khalil Brown,F,81,210,JR,"South Orange, NJ",NJ,MAAC,34013,34
Monmouth Hawks,Monmouth,Tyrone O'Garro,F,77,205,SO,"Newark, NJ",NJ,MAAC,34013,34
Niagara Purple Eagles,Niagara,Aaron Bodie,F,79,195,FR,"Newark, NJ",NJ,MAAC,34013,34
Quinnipiac Bobcats,Quinnipiac,Kasim Chandler,G,70,160,FR,"Newark, NJ",NJ,MAAC,34013,34
Siena Saints,Siena,Patrick Cole,G,77,218,SO,"Newark, NJ",NJ,MAAC,34013,34
Robert Morris Colonials,Robert Morris,Mike McFadden,F,80,220,SR,"Newark, NJ",NJ,Northeast,34013,34
Robert Morris Colonials,Robert Morris,Lucky Jones,G-F,78,210,JR,"Newark, NJ",NJ,Northeast,34013,34
St. Francis U Red Flash,St Francis (PA),Stephon Mosley,F,78,212,SO,"West Orange, NJ",NJ,Northeast,34013,34
Wagner Seahawks,Wagner,Mario Moody,F,79,210,JR,"East Orange, NJ",NJ,Northeast,34013,34
Wagner Seahawks,Wagner,Kenneth Ortiz,G,72,200,SR,"Newark, NJ",NJ,Northeast,34013,34
Stanford Cardinal,Stanford,Wade Morgan,G,73,175,JR,"South Orange, NJ",NJ,Pac-12,34013,34
Holy Cross Crusaders,Holy Cross,De'Vaughn Reid,G,72,165,JR,"West Orange, NJ",NJ,Patriot League,34013,34
Elon Phoenix,Elon,Egheosa Edomwonyi,F,79,235,SR,"Newark, NJ",NJ,Southern,34013,34
Stony Brook Seawolves,Stony Brook,Carson Puriefoy,G,72,175,SO,"Wenonah, NJ",NJ,America East,34015,34
Saint Joseph's Hawks,Saint Joseph's,Daryus Quarles,F,78,186,SR,"Paulsboro, NJ",NJ,Atlantic 10,34015,34
Seton Hall Pirates,Seton Hall,Brian Oliver,G-F,79,225,SR,"Glassboro, NJ",NJ,Big East,34015,34
Rider Broncs,Rider,Xavier Lundy,F,79,220,FR,"Paulsboro, NJ",NJ,MAAC,34015,34
Saint Joseph's Hawks,Saint Joseph's,"Ronald Roberts, Jr.",F,80,225,SR,"Bayonne, NJ",NJ,Atlantic 10,34017,34
Florida International Golden Panthers,FIU,Jerome Frink,F,78,220,SO,"Jersey City, NJ",NJ,Conference USA,34017,34
St. Francis U Red Flash,St Francis (PA),Stephon Whyatt,G,73,155,JR,"Jersey City, NJ",NJ,Northeast,34017,34
Delaware Fightin Blue Hens,Delaware,Carl Baptiste,F,81,260,SR,"Pittstown, NJ",NJ,Colonial,34019,34
Hartford Hawks,Hartford,Adam Oresky,F,80,205,SR,"Lawrenceville, NJ",NJ,America East,34021,34
Stony Brook Seawolves,Stony Brook,Eric McAlister,F,80,220,SR,"Hightstown, NJ",NJ,America East,34021,34
La Salle Explorers,La Salle,Khalid Lewis,G,75,195,SO,"Trenton, NJ",NJ,Atlantic 10,34021,34
Miami (FL) Hurricanes,Miami (FL),Davon Reed,G,78,208,FR,"Princeton, NJ",NJ,ACC,34021,34
Drexel Dragons,Drexel,Frantz Massenat,G,76,190,SR,"Ewing, NJ",NJ,Colonial,34021,34
James Madison Dukes,James Madison,Charles Cooke,NA,78,200,SO,"Trenton, NJ",NJ,Colonial,34021,34
Manhattan Jaspers,Manhattan,Carlton Allen,C,82,240,FR,"Ewing, NJ",NJ,MAAC,34021,34
Quinnipiac Bobcats,Quinnipiac,AJ Sumbry,F,80,227,FR,"East Windsor, NJ",NJ,MAAC,34021,34
St. Peter's Peacocks,St. Peter's,Markese Tucker,F,77,240,JR,"Trenton, NJ",NJ,MAAC,34021,34
Boston University Terriers,Boston U,Eric Fanning,G,77,190,SO,"Trenton, NJ",NJ,Patriot League,34021,34
Boston University Terriers,Boston U,Blaise Mbargorba,C,83,210,SO,"Hightstown, NJ",NJ,Patriot League,34021,34
UNC Greensboro Spartans,UNC Greensboro,Tyler McNeely,F,76,220,SR,"Princeton, NJ",NJ,Southern,34021,34
Towson Tigers,Towson,Mike Burwell,G,77,205,SR,"East Brunswick, NJ",NJ,Colonial,34023,34
N.J.I.T. Highlanders,N.J.I.T.,Rob Ukawuba,G,75,210,FR,"East Brunswick, NJ",NJ,Independents,34023,34
Dartmouth Big Green,Dartmouth,Matt Rennie,F,80,220,SO,"North Brunswick, NJ",NJ,Ivy,34023,34
Fairleigh Dickinson Knights,Fair Dickinson,Kyle Pearson,F,77,190,SO,"Woodbridge, NJ",NJ,Northeast,34023,34
LIU Brooklyn Blackbirds,LIU Brooklyn,Iverson Fleming,G,73,160,FR,"North Brunswick, NJ",NJ,Northeast,34023,34
Rhode Island Rams,Rhode Island,Eric Youncofski,G,70,150,SO,"Middletown, NJ",NJ,Atlantic 10,34025,34
Rhode Island Rams,Rhode Island,Mike Aaman,F,80,210,SO,"Hazlet, NJ",NJ,Atlantic 10,34025,34
North Carolina Tar Heels,North Carolina,Desmond Hubert,F,82,220,JR,"Cream Ridge, NJ",NJ,ACC,34025,34
Villanova Wildcats,Villanova,Nick McMahon,G,72,165,SR,"Colts Neck, NJ",NJ,Big East,34025,34
Ohio State Buckeyes,Ohio State,Andrew Goldstein,G,75,200,JR,"Marlboro, NJ",NJ,Big Ten,34025,34
Brown Bears,Brown,Norman Hobbie,G,76,185,FR,"Spring Lake, NJ",NJ,Ivy,34025,34
Dartmouth Big Green,Dartmouth,John Golden,F,78,200,JR,"Freehold, NJ",NJ,Ivy,34025,34
Pennsylvania Quakers,Pennsylvania,Steve Rennard,G,74,175,SR,"Hazlet, NJ",NJ,Ivy,34025,34
Quinnipiac Bobcats,Quinnipiac,Kendrick Ray,G,73,180,SO,"Middletown, NJ",NJ,MAAC,34025,34
St. Peter's Peacocks,St. Peter's,Trevis Wyche,G,70,160,FR,"Neptune, NJ",NJ,MAAC,34025,34
Navy Midshipmen,Navy,Kevin Alter,G,66,147,JR,"Rumson, NJ",NJ,Patriot League,34025,34
Boston College Eagles,Boston College,Drew Jacobs,G,74,183,SO,"Mendham, NJ",NJ,ACC,34027,34
Seton Hall Pirates,Seton Hall,Jaren Sina,G,74,180,FR,"Lake Hopatcong, NJ",NJ,Big East,34027,34
Columbia Lions,Columbia,Steve Frankoski,G,74,175,JR,"Florham Park, NJ",NJ,Ivy,34027,34
Dartmouth Big Green,Dartmouth,Alex Mitola,G,71,165,SO,"Florham Park, NJ",NJ,Ivy,34027,34
Princeton Tigers,Princeton,Spencer Weisz,F,76,180,FR,"Florham Park, NJ",NJ,Ivy,34027,34
Loyola (MD) Greyhounds,Loyola (MD),Chido Onyiuke,F,79,204,SR,"Mount Arlington, NJ",NJ,Patriot League,34027,34
Furman Paladins,Furman,T.K. Hayes,G,73,175,FR,"Chester, NJ",NJ,Southern,34027,34
Temple Owls,Temple,Jimmy McDonnell,F,82,210,JR,"Jackson, NJ",NJ,American,34029,34
Dartmouth Big Green,Dartmouth,Brandon McDonnell,F,80,210,SO,"Jackson, NJ",NJ,Ivy,34029,34
Fairfield Stags,Fairfield,Sean Grennan,G,75,172,JR,"Toms River, NJ",NJ,MAAC,34029,34
Colgate Raiders,Colgate,Matt McMullen,F,78,220,JR,"Brick, NJ",NJ,Patriot League,34029,34
Cincinnati Bearcats,Cincinnati,Shaquille Thomas,F,79,205,SO,"Paterson, NJ",NJ,American,34031,34
Rutgers Scarlet Knights,Rutgers,Myles Mack,G,69,175,JR,"Paterson, NJ",NJ,American,34031,34
Seton Hall Pirates,Seton Hall,Fuquan Edwin,G-F,78,215,SR,"Paterson, NJ",NJ,Big East,34031,34
UTEP Miners,UTEP,Justin Crosgile,G,71,185,SR,"Paterson, NJ",NJ,Conference USA,34031,34
Iona Gaels,Iona,Shackquiel Scott,G-F,78,215,FR,"Passaic, NJ",NJ,MAAC,34031,34
Quinnipiac Bobcats,Quinnipiac,Justin Harris,F,80,254,JR,"Paterson, NJ",NJ,MAAC,34031,34
Delaware State Hornets,Delaware State,DeAndre Haywood,G,74,200,FR,"Paterson, NJ",NJ,MEAC,34031,34
Bradley Braves,Bradley,Tyshon Pickett,F,78,230,SR,"Passaic, NJ",NJ,Missouri Valley,34031,34
Robert Morris Colonials,Robert Morris,Kavon Stewart,G,72,180,FR,"Paterson, NJ",NJ,Northeast,34031,34
Bucknell Bison,Bucknell,Dom Hoffman,F,79,214,SO,"Hawthorne, NJ",NJ,Patriot League,34031,34
Florida Gators,Florida,Eli Carter,G,74,200,JR,"Paterson, NJ",NJ,SEC,34031,34
Louisiana-Monroe Warhawks,UL Monroe,Jayon James,F,78,225,SR,"Paterson, NJ",NJ,Sun Belt,34031,34
Rutgers Scarlet Knights,Rutgers,Jalen Hyde,G,68,160,SO,"Somerset, NJ",NJ,American,34035,34
George Washington Colonials,G. Washington,Ryan McCoy,F,81,207,JR,"Skillman, NJ",NJ,Atlantic 10,34035,34
Norfolk State Spartans,Norfolk State,Anell Alexis,G-F,78,200,SR,"Hillsborough, NJ",NJ,MEAC,34035,34
Navy Midshipmen,Navy,James Loupos,F,78,206,SR,"Skillman, NJ",NJ,Patriot League,34035,34
Stony Brook Seawolves,Stony Brook,Jameel Warney,F,80,260,SO,"Plainfield, NJ",NJ,America East,34039,34
UMBC Retrievers,UMBC,Chase Plummer,F,78,230,SR,"Plainfield, NJ",NJ,America East,34039,34
Rutgers Scarlet Knights,Rutgers,Logan Kelley,G,74,200,SO,"Mountainside, NJ",NJ,American,34039,34
Southern Methodist Mustangs,SMU,"Kevin Dunleavy, Jr.",G,74,180,JR,"New Providence, NJ",NJ,American,34039,34
Temple Owls,Temple,Quenton DeCosey,G,77,180,SO,"Union, NJ",NJ,American,34039,34
Massachusetts Minutemen,Massachusetts,Derrick Gordon,G,75,200,SO,"Plainfield, NJ",NJ,Atlantic 10,34039,34
Rhode Island Rams,Rhode Island,Xavier Munford,G,74,180,SR,"Hillside, NJ",NJ,Atlantic 10,34039,34
Syracuse Orange,Syracuse,Tyler Roberson,F,80,212,FR,"Union, NJ",NJ,ACC,34039,34
Florida Gulf Coast Eagles,Florida Gulf Coast,Kevin Boyle,G,69,175,JR,"Rahway, NJ",NJ,Atlantic Sun,34039,34
Seton Hall Pirates,Seton Hall,Sterling Gibbs,G,74,185,SO,"Scotch Plains, NJ",NJ,Big East,34039,34
Xavier Musketeers,Xavier,Myles Davis,G,74,195,FR,"Plainfield, NJ",NJ,Big East,34039,34
Drexel Dragons,Drexel,Kazembe Abif,F,79,215,JR,"Elizabeth, NJ",NJ,Colonial,34039,34
Hofstra Pride,Hofstra,Chris Jenkins,G-F,76,215,FR,"Hillside, NJ",NJ,Colonial,34039,34
Hofstra Pride,Hofstra,Dion Nesmith,G,72,200,SR,"Union, NJ",NJ,Colonial,34039,34
N.J.I.T. Highlanders,N.J.I.T.,Tim Coleman,F,77,210,FR,"Union, NJ",NJ,Independents,34039,34
N.J.I.T. Highlanders,N.J.I.T.,Damon Lynn,G,71,165,FR,"Hillside, NJ",NJ,Independents,34039,34
Yale Bulldogs,Yale,Justin Sears,F,80,205,SO,"Plainfield, NJ",NJ,Ivy,34039,34
Monmouth Hawks,Monmouth,Ba'shawn Mickens,G,72,185,FR,"Summit, NJ",NJ,MAAC,34039,34
Robert Morris Colonials,Robert Morris,Charles Oliver,G,75,190,JR,"Scotch Plains, NJ",NJ,Northeast,34039,34
Wagner Seahawks,Wagner,Latif Rivers,G,73,175,SR,"Elizabeth, NJ",NJ,Northeast,34039,34
Oregon State Beavers,Oregon State,Hallice Cooke,G,75,185,FR,"Union City, NJ",NJ,Pac-12,34039,34
Army Black Knights,Army,Kevin Ferguson,C,82,200,SO,"Berkeley Heights, NJ",NJ,Patriot League,34039,34
South Carolina Gamecocks,South Carolina,Tyrone Johnson,G,75,194,JR,"Plainfield, NJ",NJ,SEC,34039,34
Incarnate Word Cardinals,Incarnate Word,Justin Philippe,G-F,79,225,JR,"Linden, NJ",NJ,Southland,34039,34
South Alabama Jaguars,South Alabama,Aakim Saintil,G,72,165,FR,"Roselle, NJ",NJ,Sun Belt,34039,34
Troy Trojans,Troy,Tevin Calhoun,F,79,205,SR,"Linden, NJ",NJ,Sun Belt,34039,34
Holy Cross Crusaders,Holy Cross,Matt Husek,C,83,240,FR,"Stewartsville, NJ",NJ,Patriot League,34041,34
Kentucky Wildcats,Kentucky,Brian Long,G,69,155,JR,"Dumont, NJ",NJ,SEC,51061,34
Massachusetts Lowell River Hawks,UMass Lowell,Tyler Livingston,F,77,200,FR,"Hudson, NH",NH,America East,33011,33
Charlotte 49ers,Charlotte,Reid Aube,F,78,212,FR,"Concord, NH",NH,Conference USA,33013,33
LIU Brooklyn Blackbirds,LIU Brooklyn,Kaleb Marquis,G,70,155,FR,"Concord, NH",NH,Northeast,33013,33
Stony Brook Seawolves,Stony Brook,Scott King,F,82,220,SO,"Derry, NH",NH,America East,33015,33
Providence Friars,Providence,Carson Desrosiers,F,84,250,JR,"Windham, NH",NH,Big East,33015,33
New Hampshire Wildcats,New Hampshire,Tommy McDonnell,G,75,190,JR,"Durham, NH",NH,America East,33017,33
Arizona Wildcats,Arizona,Kaleb Tarczewski,C,84,235,SO,"Claremont, NH",NH,Pac-12,33019,33
USC Upstate Spartans,USC Upstate,Michael Buchanan,C,83,250,FR,"Las Vegas, NV",NV,Atlantic Sun,32003,32
DePaul Blue Demons,DePaul,Durrell McDonald,G,73,169,SO,"Las Vegas, NV",NV,Big East,32003,32
Eastern Washington Eagles,E Washington,Sir Washington,G,75,180,FR,"Las Vegas, NV",NV,Big Sky,32003,32
Northern Arizona Lumberjacks,N Arizona,Aaseem Dixon,G,72,185,JR,"Las Vegas, NV",NV,Big Sky,32003,32
Northern Arizona Lumberjacks,N Arizona,Jordyn Martin,F,79,210,SO,"Las Vegas, NV",NV,Big Sky,32003,32
Southern Utah Thunderbirds,Southern Utah,Trey Kennedy,G,75,190,FR,"Las Vegas, NV",NV,Big Sky,32003,32
